4357,WM_LOGICAL_Output_MIPI,4,4357,Software,F,TRUE
4373,Wa_LOGICAL_Input_AC,4,4373,Software,F,TRUE
4374,Wd_LOGICAL_Input_DC,4,4374,Software,F,TRUE
4376,Wh_LOGICAL_Input_HiSpi,4,4376,Software,F,TRUE
4380,Wm_LOGICAL_Input_MIPI,4,4380,Software,F,TRUE
4436,NC_DC_Trim_Verify,8,4436,Software,F,TRUE
4455,NR_DC_Regulator,8,4455,Software,F,TRUE
4471,Nc_DC_Trim_Verify,8,4471,Software,F,TRUE
4545,KK_DC_Input,8,4545,Software,F,TRUE
4572,KQ_DC_Output,8,4572,Software,F,TRUE
4633,FL_DC_VDD_PLL,8,4633,Software,F,TRUE
4634,FB_DC_VAA_ultralow,8,4634,Software,F,TRUE
4636,FC_DC_VDD_misc,8,4636,Software,F,TRUE
4637,FP_DC_VAA_PIX,8,4637,Software,F,TRUE
4638,Fs_DC_VDD_misc,8,4638,Software,F,TRUE
4639,FS_DC_VDD_misc,8,4639,Software,F,TRUE
4646,FF_DC_VDD_misc,8,4646,Software,F,TRUE
4648,FH_DC_REG_IN_ultralow,8,4648,Software,F,TRUE
4651,FA_DC_VAA,8,4651,Software,F,TRUE
4652,FG_DC_REG_IN,8,4652,Software,F,TRUE
4655,FR_DC_VDD_IO_ultralow,8,4655,Software,F,TRUE
4656,FD_DC_VDD,8,4656,Software,F,TRUE
4657,FM_DC_VDD_PLL_ultralow,8,4657,Software,F,TRUE
4659,FO_DC_VDD_IO,8,4659,Software,F,TRUE
4663,FE_DC_VDD_ultralow,8,4663,Software,F,TRUE
4664,Fp_DC_VAA_PIX_soft,8,4664,Software,F,TRUE
4670,FY_DC_VDD_PJY,8,4670,Software,F,TRUE
4672,FQ_DC_VAA_PIX_ultralow,8,4672,Software,F,TRUE
4673,Fa_DC_VAA_soft,8,4673,Software,F,TRUE
4674,Fd_DC_VDD_soft,8,4674,Software,F,TRUE
4675,Fg_DC_REG_IN_soft,8,4675,Software,F,TRUE
4679,Fl_DC_VDD_PLL_soft,8,4679,Software,F,TRUE
4682,Fo_DC_VDD_IO_soft,8,4682,Software,F,TRUE
4688,Fy_DC_VDD_PHY,8,4688,Software,F,TRUE
4848,HH_DC_Continuity,8,4848,Software,F,TRUE
4933,IL_DC_VDD_PLL,8,4933,Software,F,TRUE
4934,IB_DC_VAA_ultralow,8,4934,Software,F,TRUE
4936,IC_DC_VDD_misc,8,4936,Software,F,TRUE
4937,IP_DC_VAA_PIX,8,4937,Software,F,TRUE
4939,IS_DC_VDD_misc,8,4939,Software,F,TRUE
4948,IH_DC_REG_IN_ultralow,8,4948,Software,F,TRUE
4949,II_DC_OPER_Power,8,4949,Software,F,TRUE
4951,IA_DC_VAA,8,4951,Software,F,TRUE
4952,IG_DC_REG_IN,8,4952,Software,F,TRUE
4955,IR_DC_VDD_IO_ultralow,8,4955,Software,F,TRUE
4956,ID_DC_VDD,8,4956,Software,F,TRUE
4957,IM_DC_VDD_PLL_ultralow,8,4957,Software,F,TRUE
4959,IO_DC_VDD_IO,8,4959,Software,F,TRUE
4963,IE_DC_VDD_ultralow,8,4963,Software,F,TRUE
4964,Ip_DC_VAA_PIX_soft,8,4964,Software,F,TRUE
4972,IQ_DC_VAA_PIX_ultralow,8,4972,Software,F,TRUE
4973,Ia_DC_VAA_soft,8,4973,Software,F,TRUE
4974,Id_DC_VDD_soft,8,4974,Software,F,TRUE
4975,Ig_DC_REG_IN_soft,8,4975,Software,F,TRUE
4979,Il_DC_VDD_PLL_soft,8,4979,Software,F,TRUE
4982,Io_DC_VDD_IO_soft,8,4982,Software,F,TRUE
5050,ii_DC_OPER_Power,8,5050,Software,F,TRUE
5074,id_DC_VDD,8,5074,Software,F,TRUE
5079,il_DC_VDD_misc,8,5079,Software,F,TRUE
5138,As_IMAGE_Slopes,5,5138,Software,F,TRUE
5151,AA_IMAGE_ADC,5,5151,Software,F,TRUE
5175,Ag_IMAGE_Gaps,5,5175,Software,F,TRUE
5176,Ah_IMAGE_Histogram,5,5176,Software,F,TRUE
5178,Ak_IMAGE_Stuck_Bit,5,5178,Software,F,TRUE
5180,Am_IMAGE_Column_Stats,5,5180,Software,F,TRUE
5187,Ax_IMAGE_Row,5,5187,Software,F,TRUE
5188,Ay_IMAGE_Column,5,5188,Software,F,TRUE
5238,Gs_IMAGE_Slope,5,5238,Software,F,TRUE
5276,Gh_IMAGE_Histogram,5,5276,Software,F,TRUE
5284,Gr_IMAGE_Ratio,5,5284,Software,F,TRUE
5288,Gy_IMAGE_Column,5,5288,Software,F,TRUE
5336,TC_LOGICAL_Core_Solid_Colorbar,4,5336,Software,F,TRUE
5339,TS_LOGICAL_Core_Greyscale,4,5339,Software,F,TRUE
5341,Tv_LOGICAL_SOC_Vertical_Ramp,4,5341,Software,F,TRUE
5346,TF_LOGICAL_Core_Flipped_Colorbar,4,5346,Software,F,TRUE
5352,TG_LOGICAL_Core_Fade_Grey,4,5352,Software,F,TRUE
5353,TT_LOGICAL_Test_Pattern,4,5353,Software,F,TRUE
5364,Tp_LOGICAL_SOC_Psuedorandom,4,5364,Software,F,TRUE
5371,Tc_LOGICAL_SOC_Solid_Colorbar,4,5371,Software,F,TRUE
5377,Tj_LOGICAL_SOC_JPEG,4,5377,Software,F,TRUE
5379,Tl_LOGICAL_SOC_CIF,4,5379,Software,F,TRUE
5381,Tn_LOGICAL_Test_Pattern,4,5381,Software,F,TRUE
5384,Tr_LOGICAL_SOC_Psuedorandom_JPEG,4,5384,Software,F,TRUE
5441,tv_LOGICAL_temp_sensor,4,5441,Software,F,TRUE
5454,tt_LOGICAL_temp_sensor,4,5454,Software,F,TRUE
5484,tr_LOGICAL_temp_sensor,4,5484,Software,F,TRUE
5513,R3_PIX_CLUS_Bright_Cluster,6,5513,Software,F,TRUE
5514,R4_PIX_CLUS_Dark_Cluster,6,5514,Software,F,TRUE
5536,RC_PIX_CLUS_Mixed_Clusters,6,5536,Software,F,TRUE
5537,RP_IMAGE_Mixed_Pixels,5,5537,Software,F,TRUE
5538,Rs_IMAGE_Streaks,5,5538,Software,F,TRUE
5565,R5_PIX_CLUS_Mixed_Clusters,6,5565,Software,F,TRUE
5566,R6_IMAGE_Bright_Single_Pixel,5,5566,Software,F,TRUE
5567,R7_IMAGE_Dark_Single_Pixel,5,5567,Software,F,TRUE
5576,Rh_IMAGE_Histogram,5,5576,Software,F,TRUE
5587,Rx_IMAGE_Row,5,5587,Software,F,TRUE
5588,Ry_IMAGE_Column,5,5588,Software,F,TRUE
5613,D3_IMAGE_Bright_Cluster,6,5613,Software,F,TRUE
5614,D4_IMAGE_Dark_Cluster,6,5614,Software,F,TRUE
5636,DC_PIX_CLUS_Mixed_Clusters,6,5636,Software,F,TRUE
5637,DP_IMAGE_Mixed_Pixels,5,5637,Software,F,TRUE
5656,DD_IMAGE_Dark,5,5656,Software,F,TRUE
5664,Dp_IMAGE_Partial_Row,5,5664,Software,F,TRUE
5665,D5_PIX_CLUS_Mixed_Clusters,6,5665,Software,F,TRUE
5666,D6_IMAGE_Bright_Single_Pixel,5,5666,Software,F,TRUE
5667,D7_IMAGE_Dark_Single_Pixel,5,5667,Software,F,TRUE
5668,D8_IMAGE_Fixed_Pattern_Noise,5,5668,Software,F,TRUE
5669,D9_IMAGE_Dark_Rows_Cols,5,5669,Software,F,TRUE
5673,Da_IMAGE_Channel_Offset,5,5673,Software,F,TRUE
5676,Dh_IMAGE_Histogram,5,5676,Software,F,TRUE
5681,Dn_IMAGE_Noise,5,5681,Software,F,TRUE
5685,Du_IMAGE_Uniformity,5,5685,Software,F,TRUE
5687,Dx_IMAGE_Row,5,5687,Software,F,TRUE
5688,Dy_IMAGE_Column,5,5688,Software,F,TRUE
5713,M3_PIX_CLUS_Bright_Cluster,6,5713,Software,F,TRUE
5714,M4_PIX_CLUS_Dark_Cluster,6,5714,Software,F,TRUE
5736,MC_PIX_CLUS_Mixed_Clusters,6,5736,Software,F,TRUE
5737,MP_IMAGE_Mixed_Pixels,5,5737,Software,F,TRUE
5738,Ms_IMAGE_Visual_Defect,5,5738,Software,F,TRUE
5742,Mb_IMAGE_Border_Peel,5,5742,Software,F,TRUE
5757,MM_IMAGE_Mid_Light,5,5757,Software,F,TRUE
5764,Mp_IMAGE_Partial_Row,5,5764,Software,F,TRUE
5765,M5_PIX_CLUS_Mixed_Clusters,6,5765,Software,F,TRUE
5766,M6_IMAGE_Bright_Single_Pixel,5,5766,Software,F,TRUE
5767,M7_IMAGE_Dark_Single_Pixel,5,5767,Software,F,TRUE
5768,M8_IMAGE_Fixed_Pattern_Noise,5,5768,Software,F,TRUE
5769,M9_IMAGE_Dark_Rows_Cols,5,5769,Software,F,TRUE
5773,Ma_IMAGE_Channel_Offset,5,5773,Software,F,TRUE
5776,Mh_IMAGE_Histogram,5,5776,Software,F,TRUE
5781,Mn_IMAGE_Noise,5,5781,Software,F,TRUE
5784,Mr_IMAGE_Color_Ratio,5,5784,Software,F,TRUE
5785,Mu_IMAGE_Uniformity,5,5785,Software,F,TRUE
5786,Mw_IMAGE_Wave_Band,5,5786,Software,F,TRUE
5787,Mx_IMAGE_Row,5,5787,Software,F,TRUE
5788,My_IMAGE_Column,5,5788,Software,F,TRUE
5813,Z3_PIX_CLUS_Bright_Cluster,6,5813,Software,F,TRUE
5814,Z4_PIX_CLUS_Dark_Cluster,6,5814,Software,F,TRUE
5836,ZC_PIX_CLUS_Mixed_Clusters,6,5836,Software,F,TRUE
5837,ZP_IMAGE_Mixed_Pixels,5,5837,Software,F,TRUE
5858,ZZ_IMAGE_Low_Light,5,5858,Software,F,TRUE
5864,Zp_IMAGE_Partial_Row,5,5864,Software,F,TRUE
5865,Z5_PIX_CLUS_Mixed_Clusters,6,5865,Software,F,TRUE
5866,Z6_IMAGE_Bright_Single_Pixel,5,5866,Software,F,TRUE
5867,Z7_IMAGE_Dark_Single_Pixel,5,5867,Software,F,TRUE
5868,Z8_IMAGE_Fixed_Pattern_Noise,5,5868,Software,F,TRUE
5873,Za_IMAGE_Channel_Offset,5,5873,Software,F,TRUE
5876,Zh_IMAGE_Histogram,5,5876,Software,F,TRUE
5884,Zr_IMAGE_Color_Ratio,5,5884,Software,F,TRUE
5885,Zu_IMAGE_Uniformity,5,5885,Software,F,TRUE
5887,Zx_IMAGE_Row,5,5887,Software,F,TRUE
5888,Zy_IMAGE_Column,5,5888,Software,F,TRUE
5913,O3_PIX_CLUS_Bright_Cluster,6,5913,Software,F,TRUE
5914,O4_PIX_CLUS_Dark_Cluster,6,5914,Software,F,TRUE
5936,OC_PIX_CLUS_Mixed_Clusters,6,5936,Software,F,TRUE
5937,OP_IMAGE_Mixed_Pixels,5,5937,Software,F,TRUE
5965,O5_PIX_CLUS_Mixed_Clusters,6,5965,Software,F,TRUE
5966,O6_IMAGE_Bright_Single_Pixel,5,5966,Software,F,TRUE
5967,O7_IMAGE_Dark_Single_Pixel,5,5967,Software,F,TRUE
5968,O8_IMAGE_Fixed_Pattern_Noise,5,5968,Software,F,TRUE
5976,Oh_IMAGE_Histogram,5,5976,Software,F,TRUE
5984,Or_IMAGE_Color_Ratio,5,5984,Software,F,TRUE
5985,Ou_IMAGE_Uniformity,5,5985,Software,F,TRUE
5987,Ox_IMAGE_Row,5,5987,Software,F,TRUE
5988,Oy_IMAGE_Column,5,5988,Software,F,TRUE
6013,J3_PIX_CLUS_Bright_Cluster,6,6013,Software,F,TRUE
6014,J4_PIX_CLUS_Dark_Cluster,6,6014,Software,F,TRUE
6036,JC_PIX_CLUS_Mixed_Clusters,6,6036,Software,F,TRUE
6037,JP_IMAGE_Mixed_Pixels,5,6037,Software,F,TRUE
6060,JJ_DC_HiDy,5,6060,Software,F,TRUE
6064,Jp_IMAGE_Partial_Row,5,6064,Software,F,TRUE
6065,J5_PIX_CLUS_Mixed_Clusters,6,6065,Software,F,TRUE
6066,J6_IMAGE_Bright_Single_Pixel,5,6066,Software,F,TRUE
6067,J7_IMAGE_Dark_Single_Pixel,5,6067,Software,F,TRUE
6068,J8_IMAGE_Fixed_Pattern_Noise,5,6068,Software,F,TRUE
6073,Ja_IMAGE_Channel_Offset,5,6073,Software,F,TRUE
6076,Jh_IMAGE_Histogram,5,6076,Software,F,TRUE
6084,Jr_IMAGE_Color_Ratio,5,6084,Software,F,TRUE
6085,Ju_IMAGE_Uniformity,5,6085,Software,F,TRUE
6087,Jx_IMAGE_Row,5,6087,Software,F,TRUE
6088,Jy_IMAGE_Column,5,6088,Software,F,TRUE
6113,X3_PIX_CLUS_Bright_Cluster,6,6113,Software,F,TRUE
6114,X4_PIX_CLUS_Dark_Cluster,6,6114,Software,F,TRUE
6136,XC_PIX_CLUS_Mixed_Clusters,6,6136,Software,F,TRUE
6137,XP_IMAGE_Mixed_Pixels,5,6137,Software,F,TRUE
6164,Xp_IMAGE_Partial_Row,5,6164,Software,F,TRUE
6165,X5_PIX_CLUS_Mixed_Clusters,6,6165,Software,F,TRUE
6166,X6_IMAGE_Bright_Single_Pixel,5,6166,Software,F,TRUE
6167,X7_IMAGE_Dark_Single_Pixel,5,6167,Software,F,TRUE
6168,X8_IMAGE_Fixed_Pattern_Noise,5,6168,Software,F,TRUE
6169,X9_IMAGE_Dark_Rows_Cols,5,6169,Software,F,TRUE
6173,Xa_IMAGE_Channel_Offset,5,6173,Software,F,TRUE
6176,Xh_IMAGE_Histogram,5,6176,Software,F,TRUE
6181,Xn_IMAGE_Noise,5,6181,Software,F,TRUE
6185,Xu_IMAGE_Uniformity,5,6185,Software,F,TRUE
6187,Xx_IMAGE_Row,5,6187,Software,F,TRUE
6188,Xy_IMAGE_Column,5,6188,Software,F,TRUE
6213,U3_PIX_CLUS_Bright_Cluster,6,6213,Software,F,TRUE
6214,U4_PIX_CLUS_Dark_Cluster,6,6214,Software,F,TRUE
6236,UC_PIX_CLUS_Mixed_Clusters,6,6236,Software,F,TRUE
6237,UP_IMAGE_Mixed_Pixels,5,6237,Software,F,TRUE
6238,Us_IMAGE_Visual_Defect,5,6238,Software,F,TRUE
6242,Ub_IMAGE_Border_Peel,5,6242,Software,F,TRUE
6264,Up_IMAGE_Partial_Row,5,6264,Software,F,TRUE
6265,U5_PIX_CLUS_Mixed_Clusters,6,6265,Software,F,TRUE
6266,U6_IMAGE_Bright_Single_Pixel,5,6266,Software,F,TRUE
6267,U7_IMAGE_Dark_Single_Pixel,5,6267,Software,F,TRUE
6268,U8_IMAGE_Fixed_Pattern_Noise,5,6268,Software,F,TRUE
6269,U9_IMAGE_Dark_Rows_Cols,5,6269,Software,F,TRUE
6273,Ua_IMAGE_Channel_Offset,5,6273,Software,F,TRUE
6276,Uh_IMAGE_Histogram,5,6276,Software,F,TRUE
6281,Un_IMAGE_Noise,5,6281,Software,F,TRUE
6284,Ur_IMAGE_Color_Ratio,5,6284,Software,F,TRUE
6285,Uu_IMAGE_Uniformity,5,6285,Software,F,TRUE
6286,Uw_IMAGE_Wave_Band,5,6286,Software,F,TRUE
6287,Ux_IMAGE_Row,5,6287,Software,F,TRUE
6288,Uy_IMAGE_Column,5,6288,Software,F,TRUE
6314,E4_IMAGE_Dark_Cluster,5,6314,Software,F,TRUE
6363,EE_IMAGE_Saturation,5,6363,Software,F,TRUE
6367,E7_IMAGE_Dark_Single_Pixel,5,6367,Software,F,TRUE
6376,Eh_IMAGE_Histogram,5,6376,Software,F,TRUE
6385,Eu_IMAGE_Uniformity,5,6385,Software,F,TRUE
6387,Ex_IMAGE_Row,5,6387,Software,F,TRUE
6388,Ey_IMAGE_Column,5,6388,Software,F,TRUE
6868,88_IMAGE_Fixed_Pattern_Noise,5,6868,Software,F,TRUE
6876,8h_IMAGE_Histogram,5,6876,Software,F,TRUE
6881,8n_IMAGE_Noise,5,6881,Software,F,TRUE
6883,8q_IMAGE_Stats,5,6883,Software,F,TRUE
6887,8x_IMAGE_Row,5,6887,Software,F,TRUE
6888,8y_IMAGE_Column,5,6888,Software,F,TRUE
6913,93_IMAGE_Bright_Cluster,5,6913,Software,F,TRUE
6966,96_IMAGE_Bright_Single_Pixel,5,6966,Software,F,TRUE
6976,9h_IMAGE_Histogram,5,6976,Software,F,TRUE
6987,9x_IMAGE_Row,5,6987,Software,F,TRUE
6988,9y_IMAGE_Column,5,6988,Software,F,TRUE
7013,Y3_PIX_CLUS_Bright_Cluster,6,7013,Software,F,TRUE
7014,Y4_PIX_CLUS_Dark_Cluster,6,7014,Software,F,TRUE
7036,YC_PIX_CLUS_Mixed_Clusters,6,7036,Software,F,TRUE
7037,YP_IMAGE_Mixed_Pixels,5,7037,Software,F,TRUE
7064,Yp_IMAGE_Partial_Row,5,7064,Software,F,TRUE
7065,Y5_PIX_CLUS_Mixed_Clusters,6,7065,Software,F,TRUE
7066,Y6_IMAGE_Bright_Single_Pixel,5,7066,Software,F,TRUE
7067,Y7_IMAGE_Dark_Single_Pixel,5,7067,Software,F,TRUE
7068,Y8_IMAGE_Fixed_Pattern_Noise,5,7068,Software,F,TRUE
7076,Yh_IMAGE_Histogram,5,7076,Software,F,TRUE
7081,Yn_IMAGE_Noise,5,7081,Software,F,TRUE
7084,Yr_IMAGE_Color_Ratio,5,7084,Software,F,TRUE
7085,Yu_IMAGE_Uniformity,5,7085,Software,F,TRUE
7087,Yx_IMAGE_Row,5,7087,Software,F,TRUE
7088,Yy_IMAGE_Column,5,7088,Software,F,TRUE
7676,hh_DC_Continuity,8,7676,Software,F,TRUE
8650,wi_DC_DAC,8,8650,Software,F,TRUE
8674,wd_DC_DAC,8,8674,Software,F,TRUE
8675,wg_DC_DAC,8,8675,Software,F,TRUE
8682,wo_DC_DAC,8,8682,Software,F,TRUE
